3.25	0.17	0.51
3.26	0.18	0.58
3.27	0.22	0.65
3.28	0.25	0.72
3.29	0.3	0.79
3.3	0.34	0.89
3.31	0.4	0.98
3.32	0.47	1.1
3.33	0.55	1.22
3.34	0.65	1.35
3.35	0.72	1.48
3.36	0.85	1.63
3.37	0.98	1.8
3.38	1.22	2.05
3.39	1.49	2.39
3.4	1.96	2.84
3.41	2.43	3.4
3.42	3.24	4.09
3.43	4.23	5.25
3.44	6.49	7.27
3.45	9.22	10.29
3.46	13.66	14.1
3.47	18.77	19.64
3.48	26.3	25.63
3.49	33.3	33.49
3.5	41.99	40.4
3.51	47.01	46.46
3.52	56.03	54.41
3.53	62.7	61.6
3.54	67.08	66.01
3.55	68.78	67.71
3.56	68.91	68.15
3.57	68.91	67.64
3.58	70.06	69.47
3.59	72.66	71.6
3.6	74.87	74.61
3.61	76.65	75.8
3.62	77.23	77.08
3.63	78.28	77.58
3.64	78.94	78.91
3.65	79.26	78.65
3.66	79.61	79.78
3.67	80.25	79.6
3.68	80.68	81.11
3.69	81.95	81.18
3.7	82.06	82.71
3.71	84.03	83.13
3.72	84.28	84.87
3.73	86.86	86.16
3.74	87	86.88
3.75	89.12	88.99
3.76	90.74	89.91
3.77	91.5	91.82
3.78	93.36	92.48
3.79	93.52	93.62
3.8	94.66	94.59
3.81	94.98	94.39
3.82	94.38	95.08
3.83	95.02	94.18
3.84	93.16	93.55
3.85	93.74	93.73
3.86	93.6	92.77
3.87	93.18	94.13
3.88	95.44	94.14
3.89	95.35	95.58
3.9	97.72	97.11
3.91	98.77	98.34
3.92	99.97	99.83
3.93	100	100
3.94	98.11	98.37
3.95	91.64	92.76
3.96	82.75	85.3
3.97	71.17	72.44
3.98	56.99	61.24
3.99	46.42	48.69
4	34.41	37.9
4.01	26.84	30.14
4.02	20.64	22.46
4.03	15.2	18.04
4.04	12.27	14.23
4.05	9.22	11.01
4.06	7.22	9.21
4.07	6.02	7.36
4.08	4.59	6.1
4.09	3.8	5.3
4.1	3.19	4.4
4.11	2.53	3.83
4.12	2.22	3.43
4.13	1.9	2.99
4.14	1.58	2.74
4.15	1.43	2.5
4.16	1.24	2.25
4.17	1.07	2.12
4.18	0.99	1.98
4.19	0.89	1.82
4.2	0.78	1.73
4.21	0.73	1.63
4.22	0.66	1.54
4.23	0.6	1.48
4.24	0.58	1.42
4.25	0.56	1.33
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
