5.70 	0.00 	0.00 
5.71 	0.00 	0.00 
5.72 	0.00 	0.00 
5.73 	0.00 	0.00 
5.74 	0.00 	0.00 
5.75 	0.00 	0.00 
5.76 	0.06 	0.00 
5.77 	0.17 	0.00 
5.78 	0.27 	0.00 
5.79 	0.31 	0.02 
5.80 	0.23 	0.06 
5.81 	0.22 	0.10 
5.82 	0.21 	0.14 
5.83 	0.21 	0.19 
5.84 	0.20 	0.23 
5.85 	0.18 	0.27 
5.86 	0.24 	0.31 
5.87 	0.25 	0.35 
5.88 	0.14 	0.40 
5.89 	0.37 	0.44 
5.90 	0.61 	0.49 
5.91 	0.83 	0.56 
5.92 	1.01 	0.68 
5.93 	1.01 	0.80 
5.94 	1.15 	0.98 
5.95 	1.28 	1.04 
5.96 	1.27 	0.80 
5.97 	1.49 	0.87 
5.98 	1.78 	1.09 
5.99 	2.10 	1.43 
6.00 	2.31 	1.87 
6.01 	2.31 	2.02 
6.02 	2.41 	2.17 
6.03 	2.69 	2.40 
6.04 	2.74 	2.62 
6.05 	2.62 	2.67 
6.06 	2.60 	2.67 
6.07 	3.27 	2.81 
6.08 	4.20 	3.30 
6.09 	4.96 	3.73 
6.10 	5.31 	3.91 
6.11 	6.46 	4.74 
6.12 	7.14 	5.34 
6.13 	7.35 	5.70 
6.14 	7.77 	6.21 
6.15 	8.56 	6.95 
6.16 	9.80 	7.98 
6.17 	12.28 	9.85 
6.18 	14.47 	11.82 
6.19 	16.27 	13.63 
6.20 	17.04 	14.63 
6.21 	18.54 	15.95 
6.22 	20.76 	17.72 
6.23 	24.32 	20.46 
6.24 	27.61 	23.04 
6.25 	30.87 	25.71 
6.26 	34.43 	28.90 
6.27 	38.48 	32.73 
6.28 	42.89 	37.00 
6.29 	48.00 	41.99 
6.30 	53.12 	46.61 
6.31 	58.12 	50.96 
6.32 	62.43 	54.74 
6.33 	65.78 	58.27 
6.34 	68.74 	61.85 
6.35 	74.47 	68.44 
6.36 	80.62 	74.68 
6.37 	87.03 	80.49 
6.38 	90.18 	82.91 
6.39 	92.36 	84.72 
6.40 	93.27 	85.81 
6.41 	95.60 	89.47 
6.42 	97.58 	92.84 
6.43 	97.99 	93.93 
6.44 	98.58 	94.32 
6.45 	99.04 	94.07 
6.46 	99.06 	93.42 
6.47 	99.44 	93.58 
6.48 	100.00 	94.55 
6.49 	98.60 	94.87 
6.50 	97.30 	95.25 
6.51 	97.43 	95.68 
6.52 	97.45 	95.45 
6.53 	97.34 	94.64 
6.54 	97.09 	94.02 
6.55 	96.66 	93.42 
6.56 	96.07 	93.17 
6.57 	95.69 	93.51 
6.58 	95.53 	94.30 
6.59 	95.41 	94.20 
6.60 	95.53 	94.17 
6.61 	96.46 	94.71 
6.62 	97.47 	95.56 
6.63 	98.47 	96.57 
6.64 	97.94 	96.87 
6.65 	97.26 	97.01 
6.66 	97.48 	97.56 
6.67 	97.91 	98.10 
6.68 	98.74 	98.78 
6.69 	99.00 	98.96 
6.70 	99.05 	98.98 
6.71 	99.29 	99.68 
6.72 	99.23 	100.00 
6.73 	98.42 	99.34 
6.74 	98.23 	98.99 
6.75 	98.66 	99.04 
6.76 	99.10 	99.17 
6.77 	99.52 	99.32 
6.78 	99.68 	99.55 
6.79 	99.45 	99.48 
6.80 	98.15 	98.57 
6.81 	97.41 	98.18 
6.82 	97.35 	98.44 
6.83 	97.53 	98.67 
6.84 	97.88 	98.95 
6.85 	98.74 	99.46 
6.86 	99.47 	99.85 
6.87 	97.89 	98.12 
6.88 	96.47 	96.69 
6.89 	95.66 	96.18 
6.90 	95.02 	95.68 
6.91 	94.62 	95.19 
6.92 	94.27 	94.74 
6.93 	94.02 	94.38 
6.94 	93.85 	94.26 
6.95 	93.60 	94.13 
6.96 	93.37 	93.95 
6.97 	93.30 	93.92 
6.98 	92.58 	92.98 
6.99 	91.73 	91.91 
7.00 	91.04 	91.09 
7.01 	90.54 	90.53 
7.02 	90.42 	90.55 
7.03 	90.44 	90.70 
7.04 	90.76 	91.10 
7.05 	90.63 	90.86 
7.06 	89.73 	89.59 
7.07 	88.82 	88.36 
7.08 	87.96 	87.25 
7.09 	86.94 	86.23 
7.10 	85.90 	85.36 
7.11 	85.37 	85.20 
7.12 	85.10 	85.38 
7.13 	85.49 	86.07 
7.14 	86.18 	86.99 
7.15 	86.88 	87.61 
7.16 	87.59 	88.15 
7.17 	87.39 	87.33 
7.18 	86.93 	86.13 
7.19 	86.45 	85.32 
7.20 	85.94 	84.58 
7.21 	85.50 	84.31 
7.22 	85.01 	84.08 
7.23 	85.33 	84.66 
7.24 	85.91 	85.50 
7.25 	86.74 	86.25 
7.26 	87.69 	87.02 
7.27 	88.27 	87.14 
7.28 	88.74 	87.05 
7.29 	88.85 	86.73 
7.30 	88.78 	86.28 
7.31 	88.81 	86.18 
7.32 	88.93 	86.31 
7.33 	89.16 	86.49 
7.34 	89.42 	86.67 
7.35 	89.75 	86.65 
7.36 	90.13 	86.41 
7.37 	90.13 	85.71 
7.38 	89.60 	84.37 
7.39 	88.70 	82.76 
7.40 	87.19 	80.70 
7.41 	85.60 	78.63 
7.42 	83.70 	76.45 
7.43 	81.81 	74.26 
7.44 	79.94 	72.08 
7.45 	78.12 	69.94 
7.46 	75.20 	66.68 
7.47 	72.27 	63.40 
7.48 	69.01 	59.86 
7.49 	65.65 	56.23 
7.50 	62.06 	52.57 
7.51 	58.35 	48.88 
7.52 	54.61 	45.29 
7.53 	50.84 	41.81 
7.54 	47.21 	38.48 
7.55 	43.87 	35.48 
7.56 	40.59 	32.54 
7.57 	37.61 	30.00 
7.58 	34.65 	27.47 
7.59 	31.92 	25.20 
7.60 	29.23 	22.97 
7.61 	26.89 	21.06 
7.62 	24.73 	19.32 
7.63 	22.66 	17.63 
7.64 	20.70 	16.00 
7.65 	18.83 	14.44 
7.66 	17.36 	13.21 
7.67 	15.90 	11.98 
7.68 	14.69 	11.00 
7.69 	13.51 	10.04 
7.70 	12.45 	9.23 
7.71 	11.46 	8.49 
7.72 	10.54 	7.76 
7.73 	9.73 	7.03 
7.74 	8.93 	6.32 
7.75 	8.38 	5.87 
7.76 	7.84 	5.42 
7.77 	7.28 	5.05 
7.78 	6.71 	4.72 
7.79 	6.21 	4.41 
7.80 	5.79 	4.14 
7.81 	5.37 	3.88 
7.82 	4.96 	3.60 
7.83 	4.54 	3.33 
7.84 	4.24 	3.15 
7.85 	4.00 	3.01 
7.86 	3.77 	2.84 
7.87 	3.57 	2.58 
7.88 	3.37 	2.33 
7.89 	3.18 	2.12 
7.90 	2.98 	1.91 
7.91 	2.78 	1.72 
7.92 	2.57 	1.55 
7.93 	2.36 	1.39 
7.94 	2.21 	1.34 
7.95 	2.05 	1.28 
7.96 	1.91 	1.18 
7.97 	1.78 	1.06 
7.98 	1.66 	0.97 
7.99 	1.61 	0.95 
8.00 	1.55 	0.93 
8.01 	1.47 	0.93 
8.02 	1.39 	0.94 
8.03 	1.31 	0.95 
8.04 	1.25 	0.96 
