11	0.52	0.39
11.01	0.57	0.4
11.02	0.62	0.4
11.03	0.68	0.41
11.04	0.73	0.44
11.05	0.79	0.49
11.06	0.84	0.54
11.07	0.9	0.58
11.08	0.95	0.63
11.09	1.03	0.73
11.1	1.11	0.82
11.11	1.19	0.92
11.12	1.27	1.02
11.13	1.36	1.12
11.14	1.48	1.25
11.15	1.6	1.37
11.16	1.72	1.5
11.17	1.84	1.62
11.18	2.01	1.78
11.19	2.25	1.98
11.2	2.48	2.17
11.21	2.72	2.37
11.22	2.96	2.56
11.23	3.3	2.83
11.24	3.7	3.15
11.25	4.1	3.47
11.26	4.5	3.79
11.27	4.91	4.11
11.28	5.51	4.62
11.29	6.18	5.21
11.3	6.86	5.79
11.31	7.53	6.37
11.32	8.2	6.95
11.33	9.27	7.95
11.34	10.42	9.03
11.35	11.57	10.1
11.36	12.72	11.18
11.37	13.86	12.25
11.38	15.85	14
11.39	17.99	15.87
11.4	20.12	17.73
11.41	22.24	19.59
11.42	24.36	21.45
11.43	27.4	24.14
11.44	30.6	26.99
11.45	33.8	29.84
11.46	37	32.68
11.47	40.2	35.53
11.48	43.93	39.49
11.49	47.79	43.74
11.5	51.65	47.99
11.51	55.5	52.22
11.52	59.33	56.44
11.53	63.25	60.89
11.54	67.19	65.41
11.55	71.11	69.91
11.56	74.99	74.37
11.57	78.84	78.8
11.58	82.19	82.17
11.59	85.12	84.68
11.6	88.03	87.17
11.61	90.91	89.63
11.62	93.76	92.07
11.63	95.89	93.81
11.64	96.77	94.33
11.65	97.64	94.85
11.66	98.5	95.35
11.67	99.34	95.85
11.68	100	96.33
11.69	99.34	96.75
11.7	98.68	97.16
11.71	98.03	97.57
11.72	97.38	97.97
11.73	96.74	98.38
11.74	96.53	98.71
11.75	96.42	99.02
11.76	96.31	99.34
11.77	96.21	99.67
11.78	96.12	100
11.79	96.24	99.75
11.8	96.56	98.92
11.81	96.9	98.11
11.82	97.25	97.32
11.83	97.61	96.54
11.84	97.85	95.77
11.85	97.21	94.94
11.86	96.59	94.12
11.87	95.99	93.33
11.88	95.41	92.56
11.89	94.85	91.81
11.9	94.09	91.71
11.91	93.25	91.91
11.92	92.43	92.12
11.93	91.62	92.35
11.94	90.83	92.6
11.95	90.25	92.82
11.96	90.46	92.95
11.97	90.68	93.08
11.98	90.9	93.21
11.99	91.13	93.35
12	91.35	93.49
12.01	91.59	93.01
12.02	91.85	92.25
12.03	92.1	91.48
12.04	92.34	90.71
12.05	92.58	89.93
12.06	92.72	89.17
12.07	92.05	88.68
12.08	91.37	88.19
12.09	90.68	87.69
12.1	89.99	87.18
12.11	89.29	86.67
12.12	88.73	86.59
12.13	88.31	87
12.14	87.89	87.41
12.15	87.48	87.82
12.16	87.06	88.22
12.17	86.64	88.62
12.18	86.96	88.74
12.19	87.49	88.77
12.2	88.01	88.8
12.21	88.53	88.83
12.22	89.05	88.85
12.23	89.54	88.84
12.24	89.66	88.25
12.25	89.77	87.66
12.26	89.87	87.05
12.27	89.97	86.45
12.28	90.06	85.84
12.29	89.94	85.39
12.3	89.16	85.46
12.31	88.39	85.53
12.32	87.61	85.6
12.33	86.83	85.66
12.34	86.05	85.72
12.35	85.3	85.72
12.36	84.6	85.61
12.37	83.91	85.51
12.38	83.22	85.41
12.39	82.52	85.3
12.4	81.83	85.19
12.41	80.65	83.95
12.42	78.94	81.48
12.43	77.24	79.02
12.44	75.53	76.56
12.45	73.83	74.1
12.46	72.14	71.65
12.47	69.41	68.4
12.48	65.71	64.38
12.49	62.02	60.37
12.5	58.35	56.38
12.51	54.69	52.4
12.52	51.04	48.44
12.53	47.37	44.84
12.54	43.67	41.62
12.55	39.99	38.41
12.56	36.32	35.21
12.57	32.66	32.02
12.58	29.02	28.85
12.59	26	26.14
12.6	23.87	24.09
12.61	21.75	22.06
12.62	19.63	20.03
12.63	17.52	18
12.64	15.42	15.99
12.65	13.61	14.2
12.66	12.55	13.03
12.67	11.49	11.86
12.68	10.43	10.69
12.69	9.38	9.53
12.7	8.34	8.38
12.71	7.33	7.27
12.72	6.75	6.72
12.73	6.17	6.16
12.74	5.6	5.61
12.75	5.02	5.07
12.76	4.45	4.52
12.77	3.88	3.98
12.78	3.57	3.67
12.79	3.3	3.41
12.8	3.04	3.16
12.81	2.79	2.91
12.82	2.53	2.66
12.83	2.27	2.41
12.84	2.07	2.2
12.85	1.92	2.05
12.86	1.77	1.89
12.87	1.63	1.73
12.88	1.48	1.58
12.89	1.34	1.43
12.9	1.21	1.28
12.91	1.14	1.21
12.92	1.07	1.14
12.93	1	1.07
12.94	0.93	0.99
12.95	0.86	0.92
12.96	0.79	0.85
12.97	0.69	0.75
12.98	0.57	0.62
12.99	0.45	0.49
13	0.34	0.35
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
