850	1.35E-4
850.5	1.71E-4
851	9.6E-5
851.5	7.4E-5
852	7.3E-5
852.5	1.08E-4
853	1.1E-4
853.5	9E-5
854	1.25E-4
854.5	1.3E-4
855	1.16E-4
855.5	1.33E-4
856	1.86E-4
856.5	1.88E-4
857	1.87E-4
857.5	9.4E-5
858	1.29E-4
858.5	1.3E-4
859	1.27E-4
859.5	1.82E-4
860	1.34E-4
860.5	1.88E-4
861	1.89E-4
861.5	1.32E-4
862	1.3E-4
862.5	1.86E-4
863	1.82E-4
863.5	2.01E-4
864	1.54E-4
864.5	1.3E-4
865	1.64E-4
865.5	1.66E-4
866	1.83E-4
866.5	1.5E-4
867	1.65E-4
867.5	1.24E-4
868	1.05E-4
868.5	1.59E-4
869	1.68E-4
869.5	1.49E-4
870	1.28E-4
870.5	1.82E-4
871	1.83E-4
871.5	1.46E-4
872	1.45E-4
872.5	1.63E-4
873	1.64E-4
873.5	1.49E-4
874	1.1E-4
874.5	1.09E-4
875	1.43E-4
875.5	1.81E-4
876	1.82E-4
876.5	1.46E-4
877	1.43E-4
877.5	1.97E-4
878	1.61E-4
878.5	1.78E-4
879	1.81E-4
879.5	1.99E-4
880	1.94E-4
880.5	1.97E-4
881	2.02E-4
881.5	1.98E-4
882	1.79E-4
882.5	1.96E-4
883	1.82E-4
883.5	1.79E-4
884	1.95E-4
884.5	1.63E-4
885	1.97E-4
885.5	2.17E-4
886	1.64E-4
886.5	1.45E-4
887	1.96E-4
887.5	2.17E-4
888	2.18E-4
888.5	2.18E-4
889	2.01E-4
889.5	2E-4
890	2.54E-4
890.5	2.18E-4
891	1.98E-4
891.5	2.28E-4
892	2.45E-4
892.5	2.69E-4
893	3.09E-4
893.5	3.08E-4
894	2.79E-4
894.5	2.63E-4
895	2.34E-4
895.5	2.86E-4
896	2.67E-4
896.5	2.94E-4
897	3.65E-4
897.5	3.23E-4
898	3.43E-4
898.5	3.57E-4
899	3.25E-4
899.5	3.43E-4
900	3.63E-4
900.5	4.51E-4
901	4.73E-4
901.5	4.59E-4
902	4.31E-4
902.5	5.53E-4
903	5.85E-4
903.5	6.37E-4
904	6.93E-4
904.5	8.34E-4
905	8.89E-4
905.5	0.00105
906	0.001227
906.5	0.001485
907	0.001593
907.5	0.001769
908	0.001933
908.5	0.002195
909	0.002513
909.5	0.002869
910	0.003451
910.5	0.003797
911	0.004225
911.5	0.004745
912	0.005411
912.5	0.006138
913	0.007084
913.5	0.008114
914	0.00925
914.5	0.010652
915	0.012144
915.5	0.014007
916	0.015717
916.5	0.018342
917	0.021009
917.5	0.024541
918	0.028288
918.5	0.032988
919	0.037924
919.5	0.045237
920	0.052737
920.5	0.063339
921	0.073955
921.5	0.087394
922	0.103158
922.5	0.123109
923	0.14415
923.5	0.171097
924	0.20047
924.5	0.235588
925	0.27491
925.5	0.318788
926	0.371879
926.5	0.420384
927	0.47799
927.5	0.533803
928	0.593265
928.5	0.652645
929	0.703589
929.5	0.758636
930	0.804207
930.5	0.848912
931	0.883264
931.5	0.915208
932	0.935539
932.5	0.95466
933	0.964962
933.5	0.971695
934	0.968853
934.5	0.965678
935	0.966091
935.5	0.971595
936	0.971292
936.5	0.965154
937	0.950639
937.5	0.959106
938	0.962997
938.5	0.968006
939	0.976887
939.5	0.981403
940	0.979316
940.5	0.981856
941	0.985747
941.5	0.994557
942	1
942.5	0.997258
943	0.988237
943.5	0.976856
944	0.968218
944.5	0.953844
945	0.935307
945.5	0.90667
946	0.894342
946.5	0.874525
947	0.84484
947.5	0.832824
948	0.812342
948.5	0.76541
949	0.730291
949.5	0.695989
950	0.650529
950.5	0.598869
951	0.546897
951.5	0.505952
952	0.453809
952.5	0.399044
953	0.35818
953.5	0.321802
954	0.285161
954.5	0.24465
955	0.211265
955.5	0.185763
956	0.161904
956.5	0.139296
957	0.119647
957.5	0.10306
958	0.090241
958.5	0.077508
959	0.067284
959.5	0.057968
960	0.050795
960.5	0.044517
961	0.038558
961.5	0.033947
962	0.029013
962.5	0.023327
963	0.019723
963.5	0.017221
964	0.014635
964.5	0.009684
965	0.005741
965.5	0.005064
966	0.004403
966.5	0.003959
967	0.003508
967.5	0.003152
968	0.002839
968.5	0.002524
969	0.002171
969.5	0.001957
970	0.001749
970.5	0.00154
971	0.001439
971.5	0.001311
972	0.001135
972.5	0.001002
973	8.88E-4
973.5	7.94E-4
974	7.24E-4
974.5	6.31E-4
975	5.8E-4
975.5	5.52E-4
976	5.01E-4
976.5	4.69E-4
977	4.02E-4
977.5	3.63E-4
978	3.65E-4
978.5	3.36E-4
979	2.77E-4
979.5	2.65E-4
980	2.66E-4
980.5	2.62E-4
981	2.41E-4
981.5	2.45E-4
982	2.4E-4
982.5	2.52E-4
983	2.28E-4
983.5	2.22E-4
984	2.04E-4
984.5	1.98E-4
985	2.11E-4
985.5	1.98E-4
986	2.09E-4
986.5	1.86E-4
987	1.93E-4
987.5	2.01E-4
988	1.87E-4
988.5	1.77E-4
989	1.62E-4
989.5	1.6E-4
990	1.81E-4
990.5	1.91E-4
991	1.67E-4
991.5	1.56E-4
992	2E-4
992.5	2E-4
993	1.41E-4
993.5	1.28E-4
994	1.58E-4
994.5	1.78E-4
995	2E-4
995.5	1.69E-4
996	1.52E-4
996.5	1.72E-4
997	1.77E-4
997.5	1.69E-4
998	1.85E-4
998.5	1.87E-4
999	1.7E-4
999.5	1.73E-4
1000	1.65E-4
1000.5	1.72E-4
1001	1.56E-4
1001.5	1.66E-4
1002	1.65E-4
1002.5	1.99E-4
1003	2.07E-4
1003.5	2.08E-4
1004	2.37E-4
1004.5	2.09E-4
1005	2.23E-4
1005.5	2.74E-4
1006	2.99E-4
1006.5	3.19E-4
1007	3.82E-4
1007.5	4.11E-4
1008	4.71E-4
1008.5	5.7E-4
1009	7.11E-4
1009.5	8.83E-4
1010	0.001102
1010.5	0.001348
1011	0.001649
1011.5	0.001977
1012	0.002425
1012.5	0.002826
1013	0.003334
1013.5	0.003928
1014	0.004514
1014.5	0.005069
1015	0.00582
1015.5	0.00642
1016	0.007046
1016.5	0.007713
1017	0.008243
1017.5	0.008781
1018	0.009252
1018.5	0.009681
1019	0.010125
1019.5	0.0105
1020	0.010798
